name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score
Lehsun Ki Chutney,Rajasthan,"garlic, red chillies, oil",80,0.9,0.1,0.7,0.2,0.3,1,10,10,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.6
Besan Ki Chakalya,Rajasthan,"gram flour, spices",230,0.6,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,med,0.7
Tamatar Ka Chor,Rajasthan,"tomatoes, onions, spices",90,0.7,0.2,0.6,0.8,0.1,1,20,30,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,med,0.8
Kacche Gosht Ki Biryani,Rajasthan,"raw mutton, rice, spices",280,0.8,0.1,0.7,0.2,0.1,1,40,90,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Malai Ghevar,Rajasthan,"flour, ghee, milk, cream",420,0.1,0.9,0.2,0.1,0.1,1,30,60,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.3
Jaisalmeri Bhuna Gosht,Rajasthan,"mutton, yogurt, spices",240,0.8,0.1,0.7,0.2,0.1,1,40,90,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.5
Malpua Rabdi,Rajasthan,"flour, milk, sugar, cardamom",350,0.1,0.9,0.1,0.1,0.1,1,30,40,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Bajre Ki Roti,Rajasthan,"pearl millet flour, ghee",220,0.3,0.1,0.4,0.1,0.2,1,15,10,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,high,0.7
Marwari Kadhi,Rajasthan,"gram flour, yogurt, spices",120,0.6,0.1,0.7,0.4,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.7
Kala Chana Kadhi,Rajasthan,"black chickpeas, yogurt, spices",160,0.6,0.1,0.7,0.3,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,med,0.8
Sev Tamatar,Rajasthan,"tomatoes, sev, spices",140,0.7,0.2,0.8,0.5,0.1,1,15,25,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.6
Jodhpuri Pyaz Ki Kachori,Rajasthan,"flour, onions, spices",280,0.7,0.1,0.8,0.2,0.1,1,40,20,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Kachri Ki Chutney,Rajasthan,"wild melon, spices",70,0.8,0.1,0.7,0.6,0.3,1,20,10,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,med,0.7
Maas Ke Sooley,Rajasthan,"mutton, yogurt, spices",210,0.9,0.1,0.7,0.2,0.1,1,60,30,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,med,0.5
Makhanya Lassi,Rajasthan,"yogurt, saffron, nuts",120,0.1,0.5,0.1,0.3,0.1,1,10,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Dahi Chapati,Rajasthan,"wheat flour, yogurt, spices",180,0.4,0.1,0.5,0.3,0.1,1,20,15,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Khatte Meethe Chawal,Rajasthan,"rice, tamarind, jaggery, spices",200,0.4,0.6,0.5,0.7,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Kalakand,Rajasthan,"milk solids, sugar",330,0.1,0.9,0.1,0.1,0.1,1,30,60,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Makki Ka Dhokla,Rajasthan,"corn flour, yogurt, spices",160,0.5,0.2,0.6,0.3,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Gulab Sakri,Rajasthan,"milk, sugar, rose essence",290,0.1,0.9,0.1,0.1,0.1,1,30,60,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4
Puri Rasilu,Rajasthan,"wheat flour, milk, sugar",280,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Mathri,Rajasthan,"wheat flour, oil, spices",450,0.4,0.1,0.8,0.1,0.1,1,30,20,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.4
Khoba Roti Ki Sabzi,Rajasthan,"wheat bread, yogurt, gram flour",170,0.5,0.1,0.6,0.3,0.1,1,20,30,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Bajre Ki Kheech,Rajasthan,"pearl millet, milk, sugar",180,0.2,0.5,0.2,0.1,0.1,1,20,40,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,med,0.7
Jungli Maas,Rajasthan,"wild meat, red chillies, ghee",260,0.9,0.1,0.7,0.1,0.1,1,30,90,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,med,0.5
Ker Sangri ki Sabzi,Rajasthan,"ker berries, sangri beans, spices",140,0.7,0.1,0.8,0.3,0.4,1,30,45,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Dhungari Murg,Rajasthan,"chicken, yogurt, charcoal, spices",210,0.8,0.1,0.7,0.2,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Lasan ki Chutney,Rajasthan,"garlic, red chillies, oil",90,0.9,0.1,0.7,0.2,0.3,1,15,10,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,high,0.6
Missi Roti,Rajasthan,"gram flour, wheat flour, spices",220,0.4,0.1,0.5,0.1,0.2,1,20,15,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,high,0.7
Bafla,Rajasthan,"wheat flour, ghee",280,0.2,0.2,0.4,0.1,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.5
Mung Dal ka Cheela,Rajasthan,"green gram, spices",180,0.5,0.1,0.6,0.1,0.1,1,15,10,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.8
Gatte ki Kadhi,Rajasthan,"gram flour, yogurt, spices",170,0.6,0.1,0.7,0.4,0.1,1,30,40,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7
Imarti,Rajasthan,"urad dal, sugar, saffron",360,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.3
Kesariya Rabdi,Rajasthan,"milk, sugar, saffron",220,0.1,0.7,0.1,0.1,0.1,1,20,60,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Makhane ki Kheer,Rajasthan,"foxnuts, milk, sugar",180,0.1,0.6,0.1,0.1,0.1,1,15,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Jaljeera,Rajasthan,"cumin, mint, lemon juice",30,0.5,0.1,0.4,0.7,0.2,1,10,5,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,high,0.8
Thandai,Rajasthan,"milk, nuts, spices",120,0.3,0.5,0.1,0.1,0.1,1,20,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Chhanch,Rajasthan,"buttermilk, spices",40,0.4,0.1,0.5,0.6,0.1,1,5,5,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,high,0.9
Kesariya Doodh,Rajasthan,"milk, saffron, sugar",100,0.1,0.5,0.1,0.1,0.1,1,5,10,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,med,0.7
Kesar Kasturi,Rajasthan,"milk, saffron, musk, nuts",130,0.1,0.6,0.1,0.1,0.1,1,10,15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.6
Khargosh ka Mokul,Rajasthan,"rabbit meat, yogurt, spices",240,0.8,0.1,0.7,0.2,0.1,1,60,90,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,low,0.5
Khad Ka Pind,Rajasthan,"mutton, spices, ghee",280,0.9,0.1,0.8,0.1,0.1,1,120,180,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.4
Makki ki Raab,Rajasthan,"corn flour, buttermilk, spices",120,0.3,0.1,0.4,0.5,0.1,1,10,20,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,med,0.8
Kheech,Rajasthan,"cracked wheat, milk",160,0.1,0.3,0.2,0.1,0.1,1,15,30,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,med,0.8
Aam ki Launji,Rajasthan,"raw mango, jaggery, spices",130,0.4,0.6,0.3,0.8,0.1,1,20,15,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,high,0.7
Kadhi Pakoda,Rajasthan,"gram flour, yogurt, spices",180,0.6,0.1,0.7,0.4,0.1,1,30,45,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.6
Lahsun ki Kheer,Rajasthan,"garlic, milk, sugar",160,0.2,0.7,0.1,0.1,0.3,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,low,0.5
Ker Sangri ka Achaar,Rajasthan,"ker berries, sangri beans, oil, spices",90,0.8,0.1,0.9,0.6,0.4,1,30,10,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.6
Mogar ki Sabzi,Rajasthan,"yellow lentils, spices",150,0.5,0.1,0.6,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Badam ka Halwa,Rajasthan,"almonds, ghee, sugar",420,0.1,0.9,0.1,0.1,0.1,1,30,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Kutti ka Raita,Rajasthan,"cracked wheat, yogurt, spices",110,0.4,0.1,0.5,0.3,0.1,1,15,10,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,med,0.8
Rosogolla,West Bengal,"chenna, sugar syrup",220,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Mishti Doi,West Bengal,"yogurt, sugar",180,0.1,0.8,0.1,0.3,0.1,1,10,240,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Shorshe Ilish,West Bengal,"hilsa fish, mustard paste, spices",280,0.7,0.1,0.8,0.3,0.2,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Aloo Posto,West Bengal,"potato, poppy seeds, spices",200,0.4,0.1,0.7,0.1,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7
Kosha Mangsho,West Bengal,"mutton, onion, spices",300,0.8,0.1,0.8,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Chingri Malai Curry,West Bengal,"prawns, coconut milk, spices",260,0.6,0.2,0.7,0.1,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Sondesh,West Bengal,"chenna, sugar, cardamom",200,0.1,0.9,0.1,0.1,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Luchi,West Bengal,"refined flour, oil",280,0.1,0.1,0.3,0.1,0.1,1,15,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.4
Macher Jhol,West Bengal,"fish, potato, spices",180,0.6,0.1,0.8,0.3,0.1,1,15,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Bhapa Doi,West Bengal,"yogurt, condensed milk",220,0.1,0.7,0.1,0.2,0.1,1,10,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Pantua,West Bengal,"chenna, flour, sugar syrup",240,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Doi Maach,West Bengal,"fish, yogurt, spices",220,0.5,0.2,0.7,0.4,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Shukto,West Bengal,"mixed vegetables, bitter gourd, milk",120,0.3,0.1,0.5,0.2,0.7,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.9
Cholar Dal,West Bengal,"bengal gram, coconut, spices",180,0.4,0.2,0.6,0.1,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Bhetki Macher Paturi,West Bengal,"bhetki fish, mustard paste, banana leaf",200,0.6,0.1,0.7,0.3,0.1,1,25,20,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Chomchom,West Bengal,"flour, sugar syrup, coconut",230,0.1,0.9,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Malai Kari,West Bengal,"paneer or chicken, cream, spices",280,0.5,0.2,0.7,0.1,0.1,1,20,30,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Kathi Roll,West Bengal,"paratha, egg, meat or vegetables",300,0.6,0.1,0.8,0.2,0.1,1,15,15,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.6
Mishti Pulao,West Bengal,"rice, sugar, ghee, dry fruits",260,0.2,0.6,0.3,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Dhokar Dalna,West Bengal,"chana dal fritters, potato, spices",180,0.5,0.1,0.7,0.2,0.1,1,30,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Potoler Dorma,West Bengal,"pointed gourd, paneer, spices",160,0.5,0.1,0.6,0.2,0.1,1,30,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Mochar Ghonto,West Bengal,"banana flower, potato, spices",140,0.5,0.1,0.6,0.2,0.3,1,30,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Pitha,West Bengal,"rice flour, jaggery, coconut",220,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Posto Bora,West Bengal,"poppy seeds, potato, spices",180,0.4,0.1,0.7,0.1,0.2,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Machher Matha Diye Dal,West Bengal,"fish head, lentils, spices",160,0.6,0.1,0.8,0.2,0.1,1,15,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Doodh Puli,West Bengal,"rice flour, coconut, milk",200,0.1,0.7,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Chhanar Jilipi,West Bengal,"chenna, flour, sugar syrup",250,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Ghugni,West Bengal,"dried peas, potato, spices",180,0.6,0.1,0.7,0.3,0.1,1,20,30,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Begun Bhaja,West Bengal,"eggplant, spices",140,0.4,0.1,0.6,0.2,0.3,1,10,15,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Muri Ghonto,West Bengal,"fish head, rice, spices",220,0.6,0.1,0.8,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Jhinge Posto,West Bengal,"ridge gourd, poppy seeds, spices",140,0.4,0.1,0.6,0.1,0.2,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Paayesh,West Bengal,"rice, milk, sugar",220,0.1,0.8,0.1,0.1,0.1,1,15,45,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Daab Chingri,West Bengal,"prawns, coconut water, spices",200,0.5,0.2,0.7,0.2,0.1,1,20,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Alu Potol Posto,West Bengal,"potato, pointed gourd, poppy seeds",160,0.4,0.1,0.6,0.1,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Bhapa Pitha,West Bengal,"rice flour, coconut, jaggery",200,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Chital Macher Muitha,West Bengal,"chitol fish, potato, spices",220,0.6,0.1,0.8,0.2,0.1,1,30,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Lau Ghonto,West Bengal,"bottle gourd, lentils, spices",120,0.4,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Bhapa Ilish,West Bengal,"hilsa fish, mustard paste, coconut",260,0.7,0.1,0.8,0.3,0.1,1,20,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Chaler Payesh,West Bengal,"rice, milk, sugar",220,0.1,0.8,0.1,0.1,0.1,1,15,45,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Macher Chop,West Bengal,"fish, potato, spices",200,0.6,0.1,0.8,0.2,0.1,1,30,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.6
Echorer Dalna,West Bengal,"raw jackfruit, potato, spices",150,0.6,0.2,0.7,0.1,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Chanar Kofta,West Bengal,"chenna, potato, spices",220,0.4,0.3,0.6,0.1,0.1,1,30,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Kumro Chenchki,West Bengal,"pumpkin, spices",130,0.5,0.3,0.6,0.1,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Chingri Malaikari,West Bengal,"prawns, coconut milk, spices",250,0.7,0.3,0.8,0.1,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Posto Murgi,West Bengal,"chicken, poppy seeds, spices",280,0.6,0.1,0.7,0.1,0.2,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Dimer Devil,West Bengal,"egg, potato, spices",200,0.7,0.1,0.8,0.2,0.1,1,25,15,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Patishapta,West Bengal,"rice flour, coconut, jaggery",200,0.1,0.9,0.1,0.1,0.1,1,20,15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Narkel Naru,West Bengal,"coconut, jaggery",240,0.1,0.9,0.1,0.1,0.1,1,20,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Lobongo Latika,West Bengal,"flour, khoya, sugar",220,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4
Muri Moa,West Bengal,"puffed rice, jaggery",180,0.1,0.7,0.2,0.1,0.1,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Kheer Sagar,West Bengal,"chenna, condensed milk",240,0.1,0.9,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4
Jolbhora Sandesh,West Bengal,"chenna, sugar, rose water",200,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Kheer Kadamba,West Bengal,"milk, sugar, dry fruits",220,0.1,0.8,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Gokul Pitha,West Bengal,"semolina, coconut, sugar",210,0.1,0.8,0.1,0.1,0.1,1,25,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Chanar Jilipi,West Bengal,"chenna, flour, sugar syrup",230,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Kancha Golla,West Bengal,"chenna, sugar",180,0.1,0.8,0.1,0.1,0.1,1,20,10,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Ledikeni,West Bengal,"chenna, sugar syrup",220,0.1,0.9,0.1,0.1,0.1,1,25,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4
Mihidana,West Bengal,"gram flour, sugar syrup",240,0.1,0.9,0.1,0.1,0.1,1,20,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Macher Dimer Bora,West Bengal,"fish eggs, onion, spices",180,0.7,0.1,0.8,0.2,0.1,1,20,15,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Phuluri,West Bengal,"lentil batter, vegetables",170,0.5,0.1,0.7,0.1,0.1,1,15,10,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Vegetable Chop,West Bengal,"mixed vegetables, potato, spices",180,0.5,0.2,0.7,0.1,0.1,1,25,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Postor Bora,West Bengal,"poppy seeds, potato",170,0.4,0.1,0.7,0.1,0.2,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Telebhaja,West Bengal,"vegetables, gram flour",200,0.4,0.1,0.7,0.1,0.1,1,15,10,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Radhaballabi,West Bengal,lentil stuffed puri,220,0.3,0.2,0.6,0.1,0.1,1,25,15,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,med,0.6
Jhaal Muri,West Bengal,"puffed rice, spices, vegetables",140,0.7,0.2,0.8,0.3,0.1,1,10,5,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Posto Bata,West Bengal,"poppy seeds, mustard oil",160,0.5,0.1,0.7,0.1,0.2,1,10,5,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Lau er Khosha Bhaja,West Bengal,"bottle gourd peel, spices",90,0.5,0.1,0.6,0.2,0.2,1,10,15,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,low,0.8
Thor er Ghonto,West Bengal,"banana stem, potato, spices",120,0.5,0.1,0.6,0.2,0.2,1,25,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Chenar Dalna,West Bengal,"paneer, potato, spices",200,0.5,0.2,0.7,0.1,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Chanar Payesh,West Bengal,"chenna, milk, sugar",220,0.1,0.8,0.1,0.1,0.1,1,15,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Chitoi Pitha,West Bengal,"rice flour, coconut",180,0.1,0.6,0.2,0.1,0.1,1,20,15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Pati Shapta,West Bengal,"rice flour, coconut, jaggery",210,0.1,0.8,0.1,0.1,0.1,1,25,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Niramish Ghugni,West Bengal,"dried peas, coconut, spices",150,0.5,0.2,0.6,0.2,0.1,1,20,30,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.8
Potoler Dolma,West Bengal,"pointed gourd, minced meat, spices",180,0.6,0.1,0.7,0.2,0.1,1,30,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Chaler Ruti,West Bengal,"rice flour, salt",120,0.1,0.1,0.4,0.1,0.1,1,15,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,med,0.8
Narkel Diye Cholar Dal,West Bengal,"bengal gram, coconut, spices",180,0.4,0.3,0.6,0.1,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Aam Kasundi,West Bengal,"raw mango, mustard, spices",60,0.8,0.2,0.7,0.9,0.1,1,20,10,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,high,0.9
Keemar Chop,West Bengal,"minced meat, potato, spices",220,0.7,0.1,0.8,0.1,0.1,1,25,15,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Bhapa Shoal,West Bengal,"shoal fish, mustard paste, coconut milk",200,0.7,0.1,0.8,0.3,0.1,1,20,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Dudh Puli Pitha,West Bengal,"rice flour, coconut, milk",190,0.1,0.7,0.1,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Kolar Bora,West Bengal,"raw banana, gram flour, spices",160,0.5,0.2,0.6,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Dimer Borar Jhol,West Bengal,"egg fritters, potato, spices",180,0.6,0.1,0.7,0.2,0.1,1,20,25,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Alu Dum,West Bengal,"baby potatoes, tomato, spices",150,0.6,0.2,0.7,0.3,0.1,1,15,25,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Chingri Bhaape,West Bengal,"prawns, coconut, mustard",220,0.7,0.2,0.8,0.3,0.1,1,20,20,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Chhanar Dalna,West Bengal,"chenna, potato, spices",200,0.5,0.2,0.7,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Taler Bora,West Bengal,"palm fruit, jaggery, rice flour",180,0.1,0.8,0.1,0.1,0.1,1,25,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Panta Bhat,West Bengal,"fermented rice, onion, chili",120,0.5,0.1,0.4,0.3,0.1,1,480,5,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,med,0.8
Luchi Alur Dum,West Bengal,"deep-fried bread, potato curry",250,0.5,0.1,0.7,0.2,0.1,1,20,25,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.5
Loitter Jhaal,West Bengal,"bombay duck fish, mustard paste, spices",160,0.8,0.1,0.8,0.3,0.1,1,20,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Chingri Maacher Malaikari,West Bengal,"prawns, coconut milk, spices",240,0.7,0.3,0.8,0.1,0.1,1,25,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Kolai Er Dal,West Bengal,"urad dal, coconut, spices",160,0.4,0.2,0.6,0.1,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
